Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Differentiation Involved In Kidney Development (GO:2000698)	1/5	5.737289e-03	8.421248e-02	0	0	2.269659e+02	1.171319e+03	LIF
GO_Biological_Process_2023	Bundle Of His cell-Purkinje Myocyte Adhesion Involved In Cell Communication (GO:0086073)	1/5	5.737289e-03	8.421248e-02	0	0	2.269659e+02	1.171319e+03	DSP
GO_Biological_Process_2023	Lymphocyte Migration Into Lymphoid Organs (GO:0097021)	1/6	6.880968e-03	8.421248e-02	0	0	1.815636e+02	9.040046e+02	CRTAM
GO_Biological_Process_2023	Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042)	1/6	6.880968e-03	8.421248e-02	0	0	1.815636e+02	9.040046e+02	DSP
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Tethering Or Rolling (GO:1903238)	1/6	6.880968e-03	8.421248e-02	0	0	1.815636e+02	9.040046e+02	SELE
GO_Biological_Process_2023	Negative Regulation Of Lymphocyte Differentiation (GO:0045620)	1/6	6.880968e-03	8.421248e-02	0	0	1.815636e+02	9.040046e+02	INHBA
GO_Biological_Process_2023	Positive Regulation Of Membrane Depolarization (GO:1904181)	1/6	6.880968e-03	8.421248e-02	0	0	1.815636e+02	9.040046e+02	MYOC
GO_Biological_Process_2023	Desmosome Organization (GO:0002934)	1/6	6.880968e-03	8.421248e-02	0	0	1.815636e+02	9.040046e+02	DSP
GO_Biological_Process_2023	Regulation Of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target (GO:0002858)	1/7	8.023390e-03	8.421248e-02	0	0	1.512955e+02	7.300602e+02	CRTAM
GO_Biological_Process_2023	Peripheral Nervous System Axon Ensheathment (GO:0032292)	1/8	9.164555e-03	8.421248e-02	0	0	1.296753e+02	6.084900e+02	MYOC
GO_Biological_Process_2023	Schwann Cell Development (GO:0014044)	1/8	9.164555e-03	8.421248e-02	0	0	1.296753e+02	6.084900e+02	MYOC
GO_Biological_Process_2023	T Cell Mediated Cytotoxicity (GO:0001913)	1/8	9.164555e-03	8.421248e-02	0	0	1.296753e+02	6.084900e+02	CRTAM
GO_Biological_Process_2023	Positive Regulation Of Sequestering Of Triglyceride (GO:0010890)	1/8	9.164555e-03	8.421248e-02	0	0	1.296753e+02	6.084900e+02	CIDEA
GO_Biological_Process_2023	Regulation Of Nephron Tubule Epithelial Cell Differentiation (GO:0072182)	1/8	9.164555e-03	8.421248e-02	0	0	1.296753e+02	6.084900e+02	LIF
GO_Biological_Process_2023	Neuronal Ion Channel Clustering (GO:0045161)	1/8	9.164555e-03	8.421248e-02	0	0	1.296753e+02	6.084900e+02	MYOC
GO_Biological_Process_2023	Lactation (GO:0007595)	1/8	9.164555e-03	8.421248e-02	0	0	1.296753e+02	6.084900e+02	OXTR
GO_Biological_Process_2023	Bundle Of His Cell To Purkinje Myocyte Communication (GO:0086069)	1/8	9.164555e-03	8.421248e-02	0	0	1.296753e+02	6.084900e+02	DSP
GO_Biological_Process_2023	Positive Regulation Of Multicellular Organismal Process (GO:0051240)	3/387	9.551970e-03	8.421248e-02	0	0	7.653516e+00	3.559656e+01	OXTR;CRTAM;INHBA
GO_Biological_Process_2023	Negative Regulation Of Hormone Secretion (GO:0046888)	1/9	1.030446e-02	8.421248e-02	0	0	1.134602e+02	5.191007e+02	LIF
GO_Biological_Process_2023	Regulation Of Store-Operated Calcium Entry (GO:2001256)	1/9	1.030446e-02	8.421248e-02	0	0	1.134602e+02	5.191007e+02	EFHB
GO_Biological_Process_2023	Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001185)	1/9	1.030446e-02	8.421248e-02	0	0	1.134602e+02	5.191007e+02	CRTAM
GO_Biological_Process_2023	Oxygen Transport (GO:0015671)	1/10	1.144312e-02	8.421248e-02	0	0	1.008485e+02	4.508297e+02	HBB
GO_Biological_Process_2023	Positive Regulation Of Macrophage Differentiation (GO:0045651)	1/10	1.144312e-02	8.421248e-02	0	0	1.008485e+02	4.508297e+02	LIF
GO_Biological_Process_2023	Positive Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901030)	1/10	1.144312e-02	8.421248e-02	0	0	1.008485e+02	4.508297e+02	GZMB
GO_Biological_Process_2023	Regulation Of Mitochondrial Depolarization (GO:0051900)	1/10	1.144312e-02	8.421248e-02	0	0	1.008485e+02	4.508297e+02	MYOC
GO_Biological_Process_2023	Negative Regulation Of Activated T Cell Proliferation (GO:0046007)	1/10	1.144312e-02	8.421248e-02	0	0	1.008485e+02	4.508297e+02	CRTAM
GO_Biological_Process_2023	Regulation Of Cold-Induced Thermogenesis (GO:0120161)	2/146	1.211051e-02	8.421248e-02	0	0	1.311706e+01	5.789454e+01	OXTR;CIDEA
GO_Biological_Process_2023	Negative Regulation Of Protein Metabolic Process (GO:0051248)	2/147	1.226903e-02	8.421248e-02	0	0	1.302594e+01	5.732298e+01	CSTA;GZMB
GO_Biological_Process_2023	Epithelial Cell-Cell Adhesion (GO:0090136)	1/11	1.258052e-02	8.421248e-02	0	0	9.075909e+01	3.971260e+02	DSP
GO_Biological_Process_2023	Carbon Dioxide Transport (GO:0015670)	1/11	1.258052e-02	8.421248e-02	0	0	9.075909e+01	3.971260e+02	HBB
GO_Biological_Process_2023	Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	1/11	1.258052e-02	8.421248e-02	0	0	9.075909e+01	3.971260e+02	DSP
GO_Biological_Process_2023	Regulation Of Leukocyte Tethering Or Rolling (GO:1903236)	1/11	1.258052e-02	8.421248e-02	0	0	9.075909e+01	3.971260e+02	SELE
GO_Biological_Process_2023	Aspartate Family Amino Acid Catabolic Process (GO:0009068)	1/11	1.258052e-02	8.421248e-02	0	0	9.075909e+01	3.971260e+02	ASPA
GO_Biological_Process_2023	Myelination In Peripheral Nervous System (GO:0022011)	1/12	1.371667e-02	8.483639e-02	0	0	8.250413e+01	3.538720e+02	MYOC
GO_Biological_Process_2023	Positive Regulation Of Vasoconstriction (GO:0045907)	1/12	1.371667e-02	8.483639e-02	0	0	8.250413e+01	3.538720e+02	OXTR
GO_Biological_Process_2023	ERBB2 Signaling Pathway (GO:0038128)	1/13	1.485157e-02	8.483639e-02	0	0	7.562500e+01	3.183547e+02	MYOC
GO_Biological_Process_2023	Cytoplasmic Sequestering Of Protein (GO:0051220)	1/13	1.485157e-02	8.483639e-02	0	0	7.562500e+01	3.183547e+02	NFKBIE
GO_Biological_Process_2023	Cytoplasmic Sequestering Of Transcription Factor (GO:0042994)	1/13	1.485157e-02	8.483639e-02	0	0	7.562500e+01	3.183547e+02	NFKBIE
GO_Biological_Process_2023	Body Fluid Secretion (GO:0007589)	1/13	1.485157e-02	8.483639e-02	0	0	7.562500e+01	3.183547e+02	OXTR
GO_Biological_Process_2023	Regulation Of Cytokine Production (GO:0001817)	2/167	1.562899e-02	8.483639e-02	0	0	1.143550e+01	4.755598e+01	CRTAM;CIDEA
GO_Biological_Process_2023	Regulation Of Sequestering Of Triglyceride (GO:0010889)	1/14	1.598523e-02	8.483639e-02	0	0	6.980420e+01	2.887165e+02	CIDEA
GO_Biological_Process_2023	T Cell Proliferation (GO:0042098)	1/14	1.598523e-02	8.483639e-02	0	0	6.980420e+01	2.887165e+02	CRTAM
GO_Biological_Process_2023	Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)	2/172	1.652432e-02	8.483639e-02	0	0	1.109636e+01	4.552750e+01	CRTAM;SELE
GO_Biological_Process_2023	Gas Transport (GO:0015669)	1/15	1.711763e-02	8.483639e-02	0	0	6.481494e+01	2.636442e+02	HBB
GO_Biological_Process_2023	Regulation Of Systemic Arterial Blood Pressure By Hormone (GO:0001990)	1/15	1.711763e-02	8.483639e-02	0	0	6.481494e+01	2.636442e+02	OXTR
GO_Biological_Process_2023	Regulation Of Hormone Secretion (GO:0046883)	1/15	1.711763e-02	8.483639e-02	0	0	6.481494e+01	2.636442e+02	LIF
GO_Biological_Process_2023	Negative Regulation Of Cytokine Production (GO:0001818)	2/178	1.762722e-02	8.483639e-02	0	0	1.071483e+01	4.326980e+01	CIDEA;INHBA
GO_Biological_Process_2023	Activin Receptor Signaling Pathway (GO:0032924)	1/16	1.824879e-02	8.483639e-02	0	0	6.049091e+01	2.421848e+02	INHBA
GO_Biological_Process_2023	Dicarboxylic Acid Catabolic Process (GO:0043649)	1/16	1.824879e-02	8.483639e-02	0	0	6.049091e+01	2.421848e+02	ASPA
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996)	1/17	1.937870e-02	8.483639e-02	0	0	5.670739e+01	2.236302e+02	SELE
GO_Biological_Process_2023	Positive Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein (GO:0033141)	1/17	1.937870e-02	8.483639e-02	0	0	5.670739e+01	2.236302e+02	LIF
GO_Biological_Process_2023	Negative Regulation Of Rho Protein Signal Transduction (GO:0035024)	1/17	1.937870e-02	8.483639e-02	0	0	5.670739e+01	2.236302e+02	MYOC
GO_Biological_Process_2023	Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)	1/17	1.937870e-02	8.483639e-02	0	0	5.670739e+01	2.236302e+02	LIF
GO_Biological_Process_2023	Leukocyte Tethering Or Rolling (GO:0050901)	1/17	1.937870e-02	8.483639e-02	0	0	5.670739e+01	2.236302e+02	SELE
GO_Biological_Process_2023	3'-UTR-mediated mRNA Stabilization (GO:0070935)	1/18	2.050737e-02	8.483639e-02	0	0	5.336898e+01	2.074437e+02	BOLL
GO_Biological_Process_2023	Negative Regulation Of Lipid Catabolic Process (GO:0050995)	1/18	2.050737e-02	8.483639e-02	0	0	5.336898e+01	2.074437e+02	CIDEA
GO_Biological_Process_2023	Renal Absorption (GO:0070293)	1/18	2.050737e-02	8.483639e-02	0	0	5.336898e+01	2.074437e+02	HBB
GO_Biological_Process_2023	Regulation Of Lymphocyte Activation (GO:0051249)	1/18	2.050737e-02	8.483639e-02	0	0	5.336898e+01	2.074437e+02	CRTAM
GO_Biological_Process_2023	Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein (GO:0033139)	1/18	2.050737e-02	8.483639e-02	0	0	5.336898e+01	2.074437e+02	LIF
GO_Biological_Process_2023	Positive Regulation Of Focal Adhesion Assembly (GO:0051894)	1/18	2.050737e-02	8.483639e-02	0	0	5.336898e+01	2.074437e+02	MYOC
GO_Biological_Process_2023	Epithelial Structure Maintenance (GO:0010669)	1/19	2.163480e-02	8.483639e-02	0	0	5.040152e+01	1.932118e+02	LSR
GO_Biological_Process_2023	Negative Regulation Of Execution Phase Of Apoptosis (GO:1900118)	1/19	2.163480e-02	8.483639e-02	0	0	5.040152e+01	1.932118e+02	CIDEA
GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	1/19	2.163480e-02	8.483639e-02	0	0	5.040152e+01	1.932118e+02	LSR
GO_Biological_Process_2023	Regulation Of B Cell Differentiation (GO:0045577)	1/19	2.163480e-02	8.483639e-02	0	0	5.040152e+01	1.932118e+02	INHBA
GO_Biological_Process_2023	Regulation Of Lymphocyte Differentiation (GO:0045619)	1/19	2.163480e-02	8.483639e-02	0	0	5.040152e+01	1.932118e+02	CRTAM
GO_Biological_Process_2023	Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756)	1/19	2.163480e-02	8.483639e-02	0	0	5.040152e+01	1.932118e+02	SELE
GO_Biological_Process_2023	Regulation Of MAPK Cascade (GO:0043408)	2/204	2.275557e-02	8.483639e-02	0	0	9.323432e+00	3.527004e+01	MYOC;LIF
GO_Biological_Process_2023	Positive Regulation Of Lipid Storage (GO:0010884)	1/20	2.276098e-02	8.483639e-02	0	0	4.774641e+01	1.806107e+02	CIDEA
GO_Biological_Process_2023	Negative Regulation Of Phosphate Metabolic Process (GO:0045936)	1/20	2.276098e-02	8.483639e-02	0	0	4.774641e+01	1.806107e+02	INHBA
GO_Biological_Process_2023	T Cell Mediated Immunity (GO:0002456)	1/20	2.276098e-02	8.483639e-02	0	0	4.774641e+01	1.806107e+02	CRTAM
GO_Biological_Process_2023	Hydrogen Peroxide Catabolic Process (GO:0042744)	1/20	2.276098e-02	8.483639e-02	0	0	4.774641e+01	1.806107e+02	HBB
GO_Biological_Process_2023	Negative Regulation Of B Cell Activation (GO:0050869)	1/20	2.276098e-02	8.483639e-02	0	0	4.774641e+01	1.806107e+02	INHBA
GO_Biological_Process_2023	Macrophage Differentiation (GO:0030225)	1/21	2.388593e-02	8.571331e-02	0	0	4.535682e+01	1.693835e+02	LIF
GO_Biological_Process_2023	Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954)	1/21	2.388593e-02	8.571331e-02	0	0	4.535682e+01	1.693835e+02	CRTAM
GO_Biological_Process_2023	Skin Epidermis Development (GO:0098773)	1/21	2.388593e-02	8.571331e-02	0	0	4.535682e+01	1.693835e+02	LSR
GO_Biological_Process_2023	Mammary Gland Development (GO:0030879)	1/22	2.500964e-02	8.571331e-02	0	0	4.319481e+01	1.593238e+02	OXTR
GO_Biological_Process_2023	Natural Killer Cell Mediated Immunity (GO:0002228)	1/22	2.500964e-02	8.571331e-02	0	0	4.319481e+01	1.593238e+02	GZMB
GO_Biological_Process_2023	Positive Regulation Of Receptor Internalization (GO:0002092)	1/22	2.500964e-02	8.571331e-02	0	0	4.319481e+01	1.593238e+02	SELE
GO_Biological_Process_2023	Negative Regulation Of Cell Communication (GO:0010648)	1/22	2.500964e-02	8.571331e-02	0	0	4.319481e+01	1.593238e+02	LIF
GO_Biological_Process_2023	Protein Localization To Cell Junction (GO:1902414)	1/23	2.613211e-02	8.571331e-02	0	0	4.122934e+01	1.502641e+02	DSP
GO_Biological_Process_2023	Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332)	1/23	2.613211e-02	8.571331e-02	0	0	4.122934e+01	1.502641e+02	LIF
GO_Biological_Process_2023	Hepaticobiliary System Development (GO:0061008)	1/23	2.613211e-02	8.571331e-02	0	0	4.122934e+01	1.502641e+02	LSR
GO_Biological_Process_2023	Regulation Of Lipid Catabolic Process (GO:0050994)	1/23	2.613211e-02	8.571331e-02	0	0	4.122934e+01	1.502641e+02	CIDEA
GO_Biological_Process_2023	Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117)	1/23	2.613211e-02	8.571331e-02	0	0	4.122934e+01	1.502641e+02	MYOC
GO_Biological_Process_2023	Regulation Of Execution Phase Of Apoptosis (GO:1900117)	1/24	2.725334e-02	8.600089e-02	0	0	3.943478e+01	1.420669e+02	CIDEA
GO_Biological_Process_2023	Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717)	1/24	2.725334e-02	8.600089e-02	0	0	3.943478e+01	1.420669e+02	CRTAM
GO_Biological_Process_2023	Natural Killer Cell Mediated Cytotoxicity (GO:0042267)	1/24	2.725334e-02	8.600089e-02	0	0	3.943478e+01	1.420669e+02	GZMB
GO_Biological_Process_2023	Negative Regulation Of Stress Fiber Assembly (GO:0051497)	1/25	2.837334e-02	8.600089e-02	0	0	3.778977e+01	1.346187e+02	MYOC
GO_Biological_Process_2023	Organelle Fusion (GO:0048284)	1/26	2.949210e-02	8.600089e-02	0	0	3.627636e+01	1.278246e+02	CIDEA
GO_Biological_Process_2023	Negative Regulation Of Lipid Metabolic Process (GO:0045833)	1/26	2.949210e-02	8.600089e-02	0	0	3.627636e+01	1.278246e+02	CIDEA
GO_Biological_Process_2023	Regulation Of Vasoconstriction (GO:0019229)	1/26	2.949210e-02	8.600089e-02	0	0	3.627636e+01	1.278246e+02	OXTR
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Contraction (GO:0086004)	1/26	2.949210e-02	8.600089e-02	0	0	3.627636e+01	1.278246e+02	DSP
GO_Biological_Process_2023	Positive Regulation Of Erythrocyte Differentiation (GO:0045648)	1/26	2.949210e-02	8.600089e-02	0	0	3.627636e+01	1.278246e+02	INHBA
GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)	1/27	3.060964e-02	8.600089e-02	0	0	3.487937e+01	1.216048e+02	INHBA
GO_Biological_Process_2023	Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429)	1/27	3.060964e-02	8.600089e-02	0	0	3.487937e+01	1.216048e+02	HBB
GO_Biological_Process_2023	Activation Of Phospholipase C Activity (GO:0007202)	1/27	3.060964e-02	8.600089e-02	0	0	3.487937e+01	1.216048e+02	SELE
GO_Biological_Process_2023	Regulation Of Peptidase Activity (GO:0052547)	1/27	3.060964e-02	8.600089e-02	0	0	3.487937e+01	1.216048e+02	CSTA
GO_Biological_Process_2023	Pyroptosis (GO:0070269)	1/28	3.172594e-02	8.600089e-02	0	0	3.358586e+01	1.158921e+02	GZMB
GO_Biological_Process_2023	Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407)	1/28	3.172594e-02	8.600089e-02	0	0	3.358586e+01	1.158921e+02	HBB
GO_Biological_Process_2023	Hematopoietic Progenitor Cell Differentiation (GO:0002244)	1/28	3.172594e-02	8.600089e-02	0	0	3.358586e+01	1.158921e+02	INHBA
GO_Biological_Process_2023	Negative Regulation Of Signaling (GO:0023057)	1/28	3.172594e-02	8.600089e-02	0	0	3.358586e+01	1.158921e+02	LIF
GO_Biological_Process_2023	Negative Regulation Of Type II Interferon Production (GO:0032689)	1/28	3.172594e-02	8.600089e-02	0	0	3.358586e+01	1.158921e+02	INHBA
GO_Biological_Process_2023	Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232)	1/28	3.172594e-02	8.600089e-02	0	0	3.358586e+01	1.158921e+02	MYOC
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	1/28	3.172594e-02	8.600089e-02	0	0	3.358586e+01	1.158921e+02	DSP
GO_Biological_Process_2023	Limb Development (GO:0060173)	1/28	3.172594e-02	8.600089e-02	0	0	3.358586e+01	1.158921e+02	COMP
GO_Biological_Process_2023	Maintenance Of Blood-Brain Barrier (GO:0035633)	1/29	3.284101e-02	8.686977e-02	0	0	3.238474e+01	1.106288e+02	LSR
GO_Biological_Process_2023	Heterotypic Cell-Cell Adhesion (GO:0034113)	1/29	3.284101e-02	8.686977e-02	0	0	3.238474e+01	1.106288e+02	DSP
GO_Biological_Process_2023	Lipid Droplet Organization (GO:0034389)	1/29	3.284101e-02	8.686977e-02	0	0	3.238474e+01	1.106288e+02	CIDEA
GO_Biological_Process_2023	Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762)	1/30	3.395486e-02	8.880535e-02	0	0	3.126646e+01	1.057658e+02	INHBA
GO_Biological_Process_2023	Leukocyte Cell-Cell Adhesion (GO:0007159)	1/31	3.506747e-02	8.880535e-02	0	0	3.022273e+01	1.012607e+02	SELE
GO_Biological_Process_2023	Negative Regulation Of Cell-Matrix Adhesion (GO:0001953)	1/31	3.506747e-02	8.880535e-02	0	0	3.022273e+01	1.012607e+02	MYOC
GO_Biological_Process_2023	Endodermal Cell Differentiation (GO:0035987)	1/31	3.506747e-02	8.880535e-02	0	0	3.022273e+01	1.012607e+02	INHBA
GO_Biological_Process_2023	Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238)	1/31	3.506747e-02	8.880535e-02	0	0	3.022273e+01	1.012607e+02	INHBA
GO_Biological_Process_2023	Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134)	1/32	3.617887e-02	8.880535e-02	0	0	2.924633e+01	9.707678e+01	INHBA
GO_Biological_Process_2023	Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0042269)	1/32	3.617887e-02	8.880535e-02	0	0	2.924633e+01	9.707678e+01	CRTAM
GO_Biological_Process_2023	Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173)	1/33	3.728903e-02	8.880535e-02	0	0	2.833097e+01	9.318213e+01	INHBA
GO_Biological_Process_2023	Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)	1/33	3.728903e-02	8.880535e-02	0	0	2.833097e+01	9.318213e+01	DSP
GO_Biological_Process_2023	Positive Regulation Of Reproductive Process (GO:2000243)	1/33	3.728903e-02	8.880535e-02	0	0	2.833097e+01	9.318213e+01	INHBA
GO_Biological_Process_2023	Regulation Of Activated T Cell Proliferation (GO:0046006)	1/33	3.728903e-02	8.880535e-02	0	0	2.833097e+01	9.318213e+01	CRTAM
GO_Biological_Process_2023	Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628)	1/33	3.728903e-02	8.880535e-02	0	0	2.833097e+01	9.318213e+01	LIF
GO_Biological_Process_2023	Positive Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903749)	1/33	3.728903e-02	8.880535e-02	0	0	2.833097e+01	9.318213e+01	GZMB
GO_Biological_Process_2023	Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)	1/34	3.839798e-02	8.880535e-02	0	0	2.747107e+01	8.954885e+01	MYOC
GO_Biological_Process_2023	Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884)	1/34	3.839798e-02	8.880535e-02	0	0	2.747107e+01	8.954885e+01	EFHB
GO_Biological_Process_2023	One-Carbon Compound Transport (GO:0019755)	1/35	3.950570e-02	8.880535e-02	0	0	2.666176e+01	8.615244e+01	HBB
GO_Biological_Process_2023	Platelet Aggregation (GO:0070527)	1/35	3.950570e-02	8.880535e-02	0	0	2.666176e+01	8.615244e+01	HBB
GO_Biological_Process_2023	Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)	1/35	3.950570e-02	8.880535e-02	0	0	2.666176e+01	8.615244e+01	MYOC
GO_Biological_Process_2023	Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807)	1/35	3.950570e-02	8.880535e-02	0	0	2.666176e+01	8.615244e+01	INHBA
GO_Biological_Process_2023	Endoderm Formation (GO:0001706)	1/35	3.950570e-02	8.880535e-02	0	0	2.666176e+01	8.615244e+01	INHBA
GO_Biological_Process_2023	Liver Development (GO:0001889)	1/35	3.950570e-02	8.880535e-02	0	0	2.666176e+01	8.615244e+01	LSR
GO_Biological_Process_2023	Regulation Of Receptor Internalization (GO:0002090)	1/36	4.061220e-02	8.880535e-02	0	0	2.589870e+01	8.297133e+01	SELE
GO_Biological_Process_2023	Regulation Of Erythrocyte Differentiation (GO:0045646)	1/36	4.061220e-02	8.880535e-02	0	0	2.589870e+01	8.297133e+01	INHBA
GO_Biological_Process_2023	Positive Regulation Of Myeloid Cell Differentiation (GO:0045639)	1/36	4.061220e-02	8.880535e-02	0	0	2.589870e+01	8.297133e+01	INHBA
GO_Biological_Process_2023	Positive Regulation Of Phospholipase C Activity (GO:0010863)	1/36	4.061220e-02	8.880535e-02	0	0	2.589870e+01	8.297133e+01	SELE
GO_Biological_Process_2023	Negative Regulation Of T Cell Proliferation (GO:0042130)	1/36	4.061220e-02	8.880535e-02	0	0	2.589870e+01	8.297133e+01	CRTAM
GO_Biological_Process_2023	Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	1/37	4.171748e-02	9.061811e-02	0	0	2.517803e+01	7.998645e+01	OGN
GO_Biological_Process_2023	Odontogenesis (GO:0042476)	1/39	4.392440e-02	9.355326e-02	0	0	2.385048e+01	7.453955e+01	INHBA
GO_Biological_Process_2023	Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428)	1/39	4.392440e-02	9.355326e-02	0	0	2.385048e+01	7.453955e+01	HBB
GO_Biological_Process_2023	Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)	1/39	4.392440e-02	9.355326e-02	0	0	2.385048e+01	7.453955e+01	MYOC
GO_Biological_Process_2023	Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)	1/40	4.502603e-02	9.406712e-02	0	0	2.323776e+01	7.204902e+01	INHBA
GO_Biological_Process_2023	Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	1/40	4.502603e-02	9.406712e-02	0	0	2.323776e+01	7.204902e+01	LIF
GO_Biological_Process_2023	Negative Regulation Of Secretion By Cell (GO:1903531)	1/40	4.502603e-02	9.406712e-02	0	0	2.323776e+01	7.204902e+01	LIF
GO_Biological_Process_2023	Lymphocyte Migration (GO:0072676)	1/41	4.612645e-02	9.455921e-02	0	0	2.265568e+01	6.969723e+01	CRTAM
GO_Biological_Process_2023	Regulation Of Heart Rate By Cardiac Conduction (GO:0086091)	1/41	4.612645e-02	9.455921e-02	0	0	2.265568e+01	6.969723e+01	DSP
GO_Biological_Process_2023	Negative Regulation Of Proteolysis (GO:0045861)	1/41	4.612645e-02	9.455921e-02	0	0	2.265568e+01	6.969723e+01	CSTA
